,test_run-1,test_run-2,test_run-3,test_run-4,test_run-5,test_run-6,test_run-7,test_run-8,test_run-9,test_run-10,test_run-11,test_run-12,test_run-13,test_run-14,test_run-15,test_run-16,test_run-17,test_run-18,test_run-19,test_run-20,test_run-21,test_run-22,test_run-23,test_run-24,test_run-25,test_run-26,test_run-27,test_run-28,test_run-29,test_run-30,test_run-31,test_run-32,test_run-33,test_run-34,test_run-35,test_run-36,test_run-37,test_run-38,test_run-39,test_run-40,test_run-41,test_run-42,test_run-43,test_run-44,test_run-45,test_run-46,test_run-47,test_run-48,test_run-49,test_run-50,test_run-51,test_run-52
"V_NewCapacity[ON,E_NUC_PWR-NEW,2021]",0.131757712,-0.335414349,-0.049871195,0.480584996,0.092406751,-0.455677894,0.375964134,0.153742202,0.160407445,0.291739209,0.457968222,0.248822206,-0.399485672,0.131757712,-0.145886774,-0.338896955,0.407263855,-0.071083931,0.133400346,0.205766735,-0.402079662,-0.496638096,0.007287736,-0.270894653,-0.202101519,-0.129219234,-0.355090004,-0.335414349,0.133261913,-0.212535912,0.197451124,-0.105289307,-0.413422686,0.430810106,0.011593577,0.232112945,0.109897953,0.11448975,0.383762317,0.181300125,0.349745231,0.42233893,0.296476496,0.146059902,0.192069566,-0.146574041,0.308159859,-0.26367767,-0.25779992,-0.055243105,-0.367000258,-0.038220651
"V_NewCapacity[ON,E_NUC_PWR-NEW,2030]",-0.386907893,-0.089171865,0.102983217,0.124580057,-0.323453102,-0.40222288,0.296045242,-0.410815537,-0.301623973,0.363490975,-0.398842593,-0.243631429,0.490802836,-0.386907893,-0.32584525,-0.168763896,-0.172754292,0.205082442,0.402376202,0.269050912,0.236062064,-0.498900238,-0.479393258,0.173488798,0.384926253,-0.146817627,-0.057728807,-0.089171865,-0.138540208,0.43574602,0.18122153,0.004003182,-0.319550485,0.472558994,-0.012384765,0.299323476,0.059804045,0.379638277,-0.034651794,0.195278897,-0.060311341,0.342254923,-0.388979033,-0.325324662,-0.158758047,0.325730079,-0.350190727,-0.332065638,0.13565514,0.039795997,-0.142176723,0.251841007
"V_NewCapacity[ON,E_NUC_PWR-NEW,2025]",-0.121398961,-0.265020343,0.121357994,-0.303722735,-0.443104978,0.480657387,-0.25341532,0.082229092,-0.091171317,-0.238870292,-0.430879886,-0.359340266,-0.310455611,-0.121398961,0.434894326,0.396260056,-0.136311692,0.420083827,0.096555043,-0.471725421,-0.214004791,-0.314912042,-0.348588149,0.048449923,0.274151213,0.243318784,0.263015539,-0.265020343,-0.195204911,0.289382463,-0.334111013,-0.385252249,-0.023199409,0.256929521,0.121433161,-0.185608694,-0.332769358,0.116752372,-0.019075131,-0.187599527,-0.057968043,0.358423583,0.099469953,0.040955708,-0.322212671,0.126477125,0.26513862,-0.179493948,0.184466219,0.446376892,-0.262575819,-0.453200603
"V_NewCapacity[ON,E_NUC_SMR-NEW,2050]",-0.397049348,0.22138935,0.204819787,-0.189650265,-0.367177376,-0.488409335,-0.087534004,0.130613441,0.408013959,0.156937395,-0.171875049,0.070017641,0.137964443,-0.397049348,-0.405016527,-0.115464763,-0.325890247,0.435190368,-0.239348318,0.287349995,-0.217382284,0.018405193,-0.260478145,0.149809739,-0.497703484,0.440006117,-0.120828184,0.22138935,0.318785651,-0.413080716,-0.395848151,-0.018431583,0.451662709,0.027571702,-0.46002712,-0.414318801,0.484709413,-0.39707897,0.26039747,-0.090320052,-0.391693174,0.449944198,-0.139515248,-0.26764997,0.495260749,0.277436449,-0.250889799,-0.023468063,0.051915028,-0.344130316,0.014082004,-0.034961101
"V_NewCapacity[ON,E_NUC_SMR-NEW,2045]",-0.411284507,0.462952626,0.419938771,-0.193324718,-0.376748596,-0.391573816,-0.359449993,-0.163876114,0.072355556,0.287461553,-0.15471571,0.444735826,0.228472735,-0.411284507,-0.133313435,-0.0817765,0.182120162,-0.209278538,-0.376587505,-0.128592155,-0.38293203,-0.4030079,-0.382640162,-0.348411653,0.353186476,-0.411540254,0.222348978,0.462952626,0.119747499,-0.310364756,-0.243922412,0.454877314,0.387689654,-0.135655811,-0.20925523,0.35305983,-0.233445167,-0.119636645,-0.27344121,0.24950852,-0.326178016,0.426589386,0.432890406,-0.27855847,0.196132484,-0.380963705,0.456412096,0.385015938,0.095101297,0.153549701,-0.314531199,0.089988047
"V_NewCapacity[ON,E_NUC_SMR-NEW,2040]",-0.429534854,-0.096343972,-0.447677388,-0.232796516,0.395231631,0.068260548,0.422409488,0.015358495,-0.357907042,0.471371156,-0.369679924,0.356030639,-0.147014891,-0.429534854,0.299764054,0.153640129,-0.216904061,0.170588515,-0.213269059,0.352118749,0.115925763,0.446127268,0.218362224,-0.207091747,0.071969353,-0.482215728,0.048126999,-0.096343972,0.322594236,-0.184763261,0.472305012,-0.194524436,0.280693927,0.432124079,-0.415324695,0.203925352,0.258959473,-0.282216247,0.064964734,0.464205148,-0.282863766,0.137268863,-0.457341127,-0.41391244,0.045686134,-0.277488892,-0.037701377,0.346435447,0.105203118,-0.489604675,0.074692401,0.194889492
"V_NewCapacity[ON,E_NUC_SMR-NEW,2035]",0.172561404,-0.156394462,0.488420469,-0.431892239,-0.343441087,-0.025563979,0.326754664,0.107390733,-0.252495525,-0.284074227,-0.058410144,-0.443791011,-0.096795683,0.172561404,0.25290502,0.307648468,-0.356895495,0.112850418,0.469499182,0.241259442,-0.207968638,-0.056958471,-0.074644213,0.001422775,-0.334014394,0.484615841,-0.19559651,-0.156394462,0.228071905,0.201287095,0.41859206,-0.378032188,0.050530952,-0.408210231,-0.461835155,0.082685712,0.296430289,0.496081896,0.155492536,-0.37890546,-0.413145105,0.480250963,0.001270851,-0.264725093,-0.306693503,0.052551538,-0.434794328,-0.002912971,0.060177595,0.104024113,0.014495306,0.360523865
"V_NewCapacity[ON,E_NUC_SMR-NEW,2021]",0.457645674,0.116139456,0.018588078,0.100373094,0.477912114,-0.189073148,0.008212074,-0.039898726,0.397608346,0.093417486,0.499466838,-0.448852226,-0.276511893,0.457645674,-0.051367132,-0.28890986,-0.456000992,-0.273726137,-0.102659689,0.194000826,0.158700927,0.208103468,-0.038074391,-0.108229047,-0.047322495,-0.42548894,0.408219228,0.116139456,-0.101359095,0.405386326,0.109122534,0.37885344,0.137353945,0.447917559,-0.439092196,0.487768689,0.482361841,-0.421543023,0.203460091,-0.159093207,0.07039275,0.469018572,-0.264502759,0.252648964,0.233512894,-0.037266266,0.12028638,0.155687887,-0.444746184,-0.046302503,0.153896126,0.233996036
"V_NewCapacity[ON,E_NUC_SMR-NEW,2030]",0.177450809,-0.472331368,0.408951092,-0.377946842,0.452599632,0.140784447,0.267183001,0.488945411,0.133960472,-0.39686835,0.198443438,0.479826243,0.373563577,0.177450809,-0.431240688,0.084921047,-0.25916282,-0.192794993,-0.137203902,-0.33070288,0.04321272,-0.400811204,0.025360043,0.117336509,-0.083090205,-0.11600521,-0.022060367,-0.472331368,0.376905436,0.210094278,0.408885471,-0.110839396,0.420775868,0.419250044,0.32152783,0.185095707,0.107300716,0.037571584,0.17748262,-0.356968057,0.165411901,-0.254879921,-0.189179301,0.321228914,0.495501462,-0.054737365,0.306203792,0.106939134,-0.453514789,-0.251043268,0.459636552,0.07688393
"V_NewCapacity[ON,E_NUC_SMR-NEW,2025]",0.07559248,0.336008932,-0.062966792,0.413622625,-0.237240813,0.307123446,-0.220228718,-0.228637068,-0.083939756,-0.105328712,0.318596096,-0.258358345,0.440602937,0.07559248,-0.478758105,0.394525413,-0.001819242,0.173564192,0.258034857,-0.350942658,0.402506874,-0.396289144,0.01947379,-0.249651819,0.306056643,0.255700087,0.412613719,0.336008932,-0.444436786,-0.485214429,0.148854385,0.108470308,0.263885807,0.166362144,-0.362231387,0.356089794,-0.112008955,-0.242710275,-0.428467519,-0.176434667,0.024473024,-0.431688201,-0.136222112,0.420157025,0.205017193,0.256952682,-0.296238191,0.069760033,-0.210772379,0.186276014,-0.084796249,0.187203424
"V_NewCapacity[ON,E_SOL_PV-NEW-1,2050]",0.416170187,-0.259484136,0.136851692,-0.317321148,-0.297995407,-0.479774871,0.223625925,-0.077838488,-0.118093256,0.473978355,-0.445045736,-0.237286264,0.256762709,0.416170187,0.394889768,0.367859042,-0.240374063,-0.221273591,0.424260282,0.128340493,-0.238310409,0.183047049,0.329611131,0.169321565,-0.207470529,-0.479592443,-0.474366396,-0.259484136,0.007361581,0.017014189,0.242527896,-0.177988766,0.018002788,0.449518389,0.479414723,0.215224749,0.013944898,-0.271587258,0.362133775,-0.424577773,0.458978283,0.24439531,0.23197411,0.091463864,-0.342351364,-0.437280302,-0.121523688,-0.36793931,-0.165644144,0.097249467,0.11302809,-0.262030203
"V_NewCapacity[ON,E_SOL_PV-NEW-1,2045]",0.423216554,0.405496116,0.326726827,0.256996466,0.111351924,-0.280602541,0.350859456,0.319469023,0.00328046,-0.380351663,-0.248187143,-0.445518099,0.029702597,0.423216554,-0.349004701,0.339241793,-0.314417326,-0.320280895,-0.22265723,0.400743609,-0.251750899,0.446492943,0.341393154,0.426492076,-0.111611119,-0.038936006,-0.101304706,0.405496116,0.390751096,-0.112423114,-0.302754603,-0.461940966,0.378743742,0.325648608,0.424784038,-0.277763011,-0.449020121,-0.168197289,-0.11616011,-0.359597208,-0.048972384,0.160083043,0.020875314,-0.354549789,-0.120329789,-0.314895776,-0.20680261,-0.106673443,0.444570194,0.441376055,-0.218321015,0.131998679
"V_NewCapacity[ON,E_SOL_PV-NEW-1,2040]",0.124633701,0.230866147,-0.263672391,0.385906662,-0.176951998,0.143853775,-0.455268833,0.410003321,-0.184836764,-0.259491576,-0.085352148,0.357556678,-0.098714194,0.124633701,0.355545031,-0.401135783,0.472951277,-0.06356192,-0.250349662,-0.49604726,0.202846581,0.390518963,0.45806426,0.495301218,-0.032627698,-0.150996773,0.212359495,0.230866147,-0.268363838,-0.474580877,-0.040747116,-0.450591517,-0.152234333,0.194733356,-0.241024995,0.357842883,0.02689952,0.196688883,-0.13977203,0.393892381,-0.29388013,-0.142373424,0.419311294,0.10593402,-0.30157375,-0.158844818,-0.266571612,0.230028755,0.298039259,0.216030785,0.353013879,0.052746944
"V_NewCapacity[ON,E_SOL_PV-NEW-1,2035]",-0.071158976,-0.363348486,-0.42936379,-0.486255818,0.319094512,-0.051442634,0.27113544,0.230638848,-0.438761831,-0.090654654,-0.36229532,0.125888139,0.025318804,-0.071158976,-0.095366894,-0.315112162,-0.409386201,0.434414336,0.465287643,0.354806714,-0.020925245,0.079423278,0.442757005,0.014547392,-0.282648008,0.036375288,0.332949586,-0.363348486,0.1976517,0.220344978,-0.259335275,-0.37438971,0.181231803,-0.285911136,-0.262868373,-0.267240789,0.106905939,-0.183570425,-0.418075425,0.221517975,-0.373376001,0.106773165,0.227019887,0.131730588,0.135823805,0.181776917,-0.377045525,-0.41190256,0.258583564,0.287446877,-0.337097095,0.394766129
"V_NewCapacity[ON,E_SOL_PV-NEW-1,2021]",-0.07326179,0.031023188,0.444838978,-0.2515362,-0.076736739,-0.153723484,-0.111937248,0.026020618,0.499235641,-0.089491641,0.274999144,-0.268251286,0.436373851,-0.07326179,0.159747438,-0.02484488,-0.339532257,0.319099013,0.412791065,-0.06391203,-0.400019736,-0.300616174,0.29570648,-0.002826864,-0.026488247,-0.138134722,-0.400786361,0.031023188,-0.193827011,-0.297224405,-0.490101167,0.240986556,-0.244565672,-0.090713353,0.020650776,-0.21795602,0.035748158,-0.146024136,0.439877361,-0.173520434,-0.263741402,-0.46889849,0.293419923,-0.153774061,-0.116098652,-0.046056587,0.48862835,-0.340910888,0.143829725,0.311004883,0.405562573,-0.436721731
"V_NewCapacity[ON,E_SOL_PV-NEW-1,2030]",0.218112668,0.164085996,-0.146937152,-0.34706415,-0.459366175,-0.390617388,0.271541616,-0.194037945,-0.151804428,-0.421732339,-0.062467817,0.269142495,-0.320777984,0.218112668,-0.303241142,0.09518374,-0.214467208,0.240254757,0.448191495,-0.018150103,0.376733729,0.372352784,-0.466833858,0.412285032,-0.132578784,-0.007466933,-0.253790526,0.164085996,0.012244473,-0.446625607,0.437525808,0.066584644,-0.219121292,0.056185535,0.278522443,0.469776241,-0.092805632,0.487307617,0.206702333,-0.346172105,-0.027786208,-0.420001063,0.09689965,-0.35378741,-0.216036475,0.009825611,0.196069163,-0.103599714,0.231904431,0.017966754,-0.083792408,-0.015064465
"V_NewCapacity[ON,E_SOL_PV-NEW-1,2025]",-0.136720515,0.113518138,0.403209641,-0.451981775,-0.006664989,-0.185498781,-0.444159302,-0.475906257,0.065072634,-0.220332821,0.296014223,-0.367837391,-0.056002163,-0.136720515,0.116949066,0.441398424,0.193182037,0.351875945,0.333420091,-0.253632083,-0.063487301,0.439668894,-0.077678332,-0.494752873,-0.319100409,-0.289694977,0.14203431,0.113518138,0.191639578,0.12474927,-0.062445087,0.375327008,-0.08630594,-0.377729823,0.237085657,0.23722644,-0.466103539,-0.140413829,0.363648421,-0.135262131,-0.452546146,-0.272322159,-0.080400441,-0.277626274,0.092332005,0.103586604,-0.468677676,0.476884458,0.172416439,0.248837741,-0.031090232,-0.162259015
"V_NewCapacity[ON,E_SOL_PV-NEW-2,2035]",0.22175329,-0.245365135,-0.161781602,0.124276483,-0.116141041,-0.494208951,-0.178299389,0.371779875,0.124481314,-0.450037907,0.057806176,-0.351345907,-0.074423373,0.22175329,0.246445891,0.039268132,0.087596522,0.209450672,0.136272492,-0.112736676,0.420714013,0.331199976,0.444274412,-0.425273381,0.252849448,0.026590352,-0.010469214,-0.245365135,-0.353023776,-0.421691207,0.283882576,-0.155518893,-0.433049879,0.246662253,-0.40879167,-0.261044991,-0.413518102,-0.413645567,0.193682715,-0.055173718,0.386629842,0.012542964,-0.263993062,0.196540206,0.266318048,-0.237989712,-0.352034702,0.14306944,-0.003385485,0.061432236,0.434048458,0.305109528
"V_NewCapacity[ON,E_SOL_PV-NEW-2,2021]",-0.387610103,0.00634061,0.49228747,0.130198393,-0.140882266,-0.421728475,-0.037303069,-0.175996866,0.422232322,-0.035805482,-0.18131025,-0.0372316,0.231565058,-0.387610103,-0.411439186,-0.162524554,0.183098839,0.351641822,-0.059680927,0.234120073,0.068710985,0.323443663,-0.381779004,0.361346947,-0.179013472,0.30465195,0.450264671,0.00634061,0.006002969,-0.241230629,-0.007232559,0.192137936,-0.295071033,-0.283088066,0.161614618,0.483509104,0.10546258,0.077945699,-0.400621056,-0.133838151,-0.044016419,-0.391724598,0.129528553,-0.011982551,-0.378176534,0.301083832,0.307468982,0.049522868,0.381219304,-0.132233532,0.144391532,-0.043643538
"V_NewCapacity[ON,E_SOL_PV-NEW-2,2030]",-0.369053428,0.316607897,-0.331313522,-0.483297517,-0.32825077,0.434252244,-0.421038373,0.253072662,-0.155046588,-0.236345757,0.381468619,-0.166771493,-0.165623721,-0.369053428,-0.493802513,-0.076981203,0.208835444,-0.247718416,-0.45573476,0.412148963,-0.376583168,0.457831886,-0.196792747,-0.122721034,-0.460371344,-0.206328119,-0.065253424,0.316607897,0.431348546,-0.161060589,0.36706803,0.131521493,-0.449119365,-0.002554546,-0.365697357,0.157788239,0.342081989,-0.452728045,0.228403167,0.205620826,-0.471333148,-0.477839343,0.384496289,-0.445039226,-0.060804854,-0.134959656,0.366858915,0.447101396,0.063089239,-0.29536995,0.46782726,0.494835258
"V_NewCapacity[ON,E_SOL_PV-NEW-2,2025]",-0.30063559,0.384560761,-0.012621713,0.412979643,0.12893812,0.440919917,-0.252617384,-0.233278648,-0.270535125,-0.402884897,-0.424506325,0.022238008,0.398319946,-0.30063559,0.375359631,0.44701487,0.241268215,0.167195955,-0.491627695,-0.271041592,-0.081785667,-0.247400713,0.159051691,-0.142216554,-0.33618288,0.005325215,-0.319544521,0.384560761,-0.176237475,-0.184754488,-8.97E-05,0.147667792,0.187004954,0.379839898,0.299125263,-0.065457411,0.209085825,-0.401254425,-0.096922859,-0.120262298,0.168331711,0.242954616,-0.127074557,0.34043554,0.407347574,-0.470269732,-0.302591294,-0.464495903,-0.111568201,-0.297930687,0.381040865,0.172902495
"V_NewCapacity[ON,E_SOL_PV-NEW-2,2050]",0.485317051,-0.443239074,0.071454972,-0.470772361,0.082302753,0.34367277,0.42761724,-0.05739731,0.129656813,0.108899584,0.379541124,-0.086258983,-0.145674177,0.485317051,-0.410353119,-0.136456735,0.084335981,0.186858553,0.27027151,-0.117024877,-0.305029896,0.101243742,-0.287199972,0.284643652,0.136969806,0.319381744,-0.144573276,-0.443239074,0.373844971,0.098645832,0.310223549,-0.031514927,-0.372839186,0.105375563,-0.210772431,0.388121178,-0.361079866,0.009160722,0.199535079,-0.438456804,-0.238174061,0.311641869,-0.388474286,-0.065038129,0.393493576,0.345606505,0.468550897,0.01926762,0.002079649,-0.285752682,0.258426276,-0.496214113
"V_NewCapacity[ON,E_SOL_PV-NEW-2,2045]",-0.393179687,-0.381524153,-0.159110323,-0.473948003,0.249169958,-0.263609722,0.341548819,0.495184115,-0.06599136,-0.130009526,0.154313413,0.333652786,0.410233144,-0.393179687,0.365946629,0.359289245,-0.284330453,-0.282292219,-0.341304435,-0.236199424,-0.206612238,0.15410178,-0.437321295,0.112930144,-0.214901809,-0.031678935,-0.024654291,-0.381524153,0.271789071,0.178248589,0.17085361,-0.06096379,0.199398885,-0.082950634,0.17245692,-0.455212761,-0.003939796,-0.002957297,0.39131682,-0.169832114,0.470869949,-0.476928327,0.270790754,-0.067056898,0.497580905,0.087195772,-0.335154397,-0.113122282,0.380254439,0.317179766,0.109067063,0.21687809
"V_NewCapacity[ON,E_SOL_PV-NEW-2,2040]",-0.364881953,0.009501224,0.344349864,0.253845305,-0.07433166,0.278375889,-0.192926883,-0.348498222,-0.10506623,-0.216316841,0.355194382,0.395204797,0.002941722,-0.364881953,-0.01588111,-0.18146954,0.465853431,-0.020442579,-0.138534319,-0.394873616,-0.456621997,0.451180474,0.472882413,0.192693937,-0.495297198,-0.08732672,0.106370089,0.009501224,-0.347967053,-0.079504116,-0.120654591,0.477865035,0.299323217,0.288272505,-0.484625142,-0.298670735,0.110581863,-0.414250011,-0.456186425,0.23453753,0.258856083,0.295064797,0.344975272,0.251542359,0.054430335,-0.094346407,0.450071673,0.200368988,0.382707024,0.272868998,-0.44525505,-0.276759531
"V_NewCapacity[ON,E_SOL_PV-NEW-3,2050]",-0.198775602,0.390830951,0.280011135,0.259616194,-0.306876484,-0.136395508,0.031951317,0.027977577,0.122794995,0.205968033,0.224277138,-0.289133146,0.468191827,-0.198775602,-0.040186833,0.381905653,0.236025978,-0.046730031,-0.099871251,0.094232977,-0.410138617,-0.352269744,-0.143889069,0.487458143,0.471330854,-0.458121293,0.233131956,0.390830951,0.117924449,-0.119281038,-0.493891909,0.296396562,0.171501109,-0.106103169,0.350509989,-0.499113631,-0.480114707,-0.412900393,0.126373759,0.373853963,-0.437482448,-0.156181584,-0.003752829,0.192279842,-0.092681218,0.052865008,0.228132168,-0.142028571,0.32264987,0.414717987,-0.099875514,-0.383545233
"V_NewCapacity[ON,E_SOL_PV-NEW-3,2045]",-0.315881161,0.399829929,-0.040912909,0.209317869,-0.132122615,-0.487887043,0.181791086,-0.20474638,0.250222297,-0.206642035,-0.169367351,-0.045486089,0.036628478,-0.315881161,-0.047390564,0.083249226,0.026139775,-0.493394489,-0.056406137,0.184957879,0.140694196,0.076132547,-0.321589714,0.261893881,0.031447313,-0.407827578,0.493638105,0.399829929,0.184934918,-0.27394453,0.323210977,-0.22643941,0.114852479,-0.315874455,-0.171292976,0.471945574,-0.28624815,-0.058635182,-0.147371534,-0.043213943,-0.157696864,0.378590918,0.234868908,0.364653662,0.498798482,-0.39192797,0.39076118,-0.034284244,-0.143377202,0.264908362,-0.342215425,0.331282395
"V_NewCapacity[ON,E_SOL_PV-NEW-3,2040]",0.389793673,0.086418823,-0.402033314,-0.029093878,0.22219115,-0.24816977,-0.110382052,0.331453322,-0.032295196,-0.419018342,-0.484437383,0.220592414,-0.211021028,0.389793673,-0.276428698,0.080451159,0.349822404,0.355962949,-0.414065556,-0.099811756,-0.217008192,0.468878453,-0.15826526,-0.055771897,-0.060214996,0.127126603,-0.269989126,0.086418823,-0.481268564,-0.10497269,0.332739069,-0.16809185,0.48338076,-0.316572772,0.392816652,-0.454322537,-0.23502472,-0.179090565,-0.330015066,0.008918361,0.005942389,0.387497813,-0.268223195,0.166987681,-0.426621065,0.123021764,0.337561057,0.281783061,0.070524497,-0.496905775,-0.452998563,0.388999461
"V_NewCapacity[ON,E_SOL_PV-NEW-3,2035]",0.024063477,0.213904896,-0.475985947,0.171979149,0.333636397,-0.160887127,0.047368131,0.457282902,0.317735249,0.20039506,0.392383631,-0.165714313,-0.054458228,0.024063477,-0.474952714,-0.044402003,-0.115207136,-0.484897541,-0.01997058,0.28958003,0.224698509,-0.430614409,0.350218709,0.197082262,0.214063263,0.159312491,0.446247395,0.213904896,-0.382171309,0.09211415,-0.048234151,0.102584433,-0.160167507,0.381960582,-0.310930067,0.176084529,0.142417618,-0.380570731,0.477203893,-0.245625077,0.191616319,-0.218963268,-0.124106327,0.158213038,0.072485873,0.047385609,0.071666968,-0.288998616,-0.149235201,0.174843536,-0.342996862,0.337134541
"V_NewCapacity[ON,E_SOL_PV-NEW-3,2021]",-0.334316656,0.202873489,-0.248069105,-0.107843596,0.380765295,0.276168634,0.399786334,0.296932352,-0.441881864,-0.435251064,0.454350285,0.211559103,-0.465165687,-0.334316656,-0.181498295,0.204779758,0.411961438,-0.01477509,0.364715933,-0.143722679,0.067539374,-0.405099689,0.005708929,0.497820621,0.059236274,-0.41292475,-0.121410219,0.202873489,0.069634344,0.174044453,0.009297335,0.475374361,-0.044853956,-0.401432277,0.256808409,-0.19643815,0.16856056,-0.391385921,0.174738467,0.452014836,0.404845793,0.093731295,-0.451965786,0.457881571,0.428225246,0.091463515,-0.048429162,-0.099296566,0.153131518,-0.207767052,-0.003500221,0.066853674
"V_NewCapacity[ON,E_SOL_PV-NEW-3,2030]",0.026516583,0.176254841,-0.10427893,0.345214802,-0.401438664,0.174994389,-0.411606587,-0.2235289,0.124519695,0.28847213,-0.430440469,-0.335558074,0.392783838,0.026516583,-0.176605143,-0.355942752,-0.072734193,-0.422875417,-0.330912005,-0.444134229,0.311254188,0.341411189,-0.265453469,0.486646944,0.339632814,-0.09065517,0.104210967,0.176254841,0.420905471,0.249198252,0.210513532,0.296788152,-0.077080242,0.144868445,0.42651504,0.299355211,0.314460636,0.377681315,-0.232074112,-0.23238167,-0.017999173,0.2580709,0.447610718,0.108656293,-0.136054843,-0.358736855,0.254035827,0.148189837,0.397384907,0.144827955,-0.497510704,0.311771251
"V_NewCapacity[ON,E_SOL_PV-NEW-3,2025]",0.358424327,0.099288883,0.454479341,-0.053760841,0.039476152,0.341031499,0.017212688,-0.275735012,0.481154376,-0.011344998,0.165150147,-0.399909099,0.087846497,0.358424327,0.218065856,-0.099261623,-0.315412612,-0.323831874,0.38542608,-0.298787397,-0.204105185,-0.268188596,0.30649219,0.016646266,-0.268793316,-0.375301246,0.066495556,0.099288883,-0.021675914,-0.176341423,-0.0785671,-0.050010407,0.118096509,0.153325836,0.456023297,-0.110087025,-0.280510002,0.091016325,-0.401714383,-0.125397296,0.339813523,-0.010831401,-0.104602857,0.476440018,-0.335246042,0.087136931,-0.285280162,-0.229416179,0.399009998,-0.493265076,-0.380423736,0.025020893
"V_NewCapacity[ON,E_SOL_PV-NEW-4,2050]",-0.267193127,-0.347792671,0.384279366,-0.093596922,-0.236517287,0.156210815,0.440815677,-0.283222942,0.163257381,-0.210939085,-0.276834827,-0.219147214,0.48989737,-0.267193127,0.093222586,-0.314338136,-0.456638339,-0.244164993,0.075626636,0.456048168,0.175649517,0.461278014,-0.185855297,0.439592483,0.382816352,0.202224006,-0.403549733,-0.347792671,0.279912267,0.321707536,0.008147657,0.266398333,-0.254562134,0.167189856,-0.423757453,0.462116309,-0.009722982,0.36314587,-0.0225369,-0.403283679,0.279045131,-0.48577661,-0.090614101,0.415627803,0.337201699,0.160807994,0.269979096,0.173455441,-0.343319945,0.009347839,-0.130332218,0.439053214
"V_NewCapacity[ON,E_SOL_PV-NEW-4,2045]",0.361118622,0.459939596,-0.297297251,-0.081097958,-0.309125757,-0.239573672,0.390290548,-0.110596216,-0.352312348,-0.306332796,-0.423618494,0.345439231,0.347944856,0.361118622,-0.022615415,0.351110421,-0.097773373,0.065104923,0.437434113,-0.195829428,-0.422042984,0.11939756,-0.058517973,0.220333348,-0.225923944,-0.192894326,0.317844147,0.459939596,0.31528227,-0.05675943,-0.27629002,0.012771469,0.049723424,-0.21712691,0.278472888,-0.031073681,0.072293855,0.446454141,0.017304724,-0.271461507,0.187532176,-0.40384857,-0.231299472,-0.479443379,0.283493594,0.0266851,-0.146638569,0.118932505,-0.250384921,-0.273555479,-0.283288985,0.312774278
"V_NewCapacity[ON,E_SOL_PV-NEW-4,2040]",-0.005189342,0.148201793,-0.455999394,-0.062346163,-0.341287176,-0.198840423,0.163303503,0.315323867,0.398042957,-0.002104979,0.494006432,0.13237925,0.399184096,-0.005189342,0.170280301,0.266699933,0.014852169,-0.179885567,0.379873804,-0.366280812,0.246006138,-0.464083316,0.230506762,0.167524514,-0.463089781,0.440020774,0.486524389,0.148201793,-0.433170352,0.439199337,-0.04571075,-0.111684515,0.040463117,-0.105128635,-0.275269853,-0.340684429,-0.008685337,0.093986454,0.266747581,-0.368091791,-0.326738894,0.259247634,-0.453872102,0.268431754,0.084059615,0.450721771,-0.224353403,0.26474323,-0.241299543,0.323068693,-0.095350344,-0.335724044
"V_NewCapacity[ON,E_SOL_PV-NEW-4,2035]",0.356742455,0.416398849,-0.41147905,0.379139458,0.350739635,-0.285874249,0.212354608,0.101814261,-0.153270414,-0.239806149,-0.361986369,0.119369228,-0.175957405,0.356742455,-0.386664366,0.44366867,0.18310821,0.348654257,0.189303389,-0.041428588,-0.200844294,0.488746334,-0.274944669,0.331610336,-0.405608358,0.452587826,-0.062514873,0.416398849,0.181730196,0.225725623,-0.294839717,0.028735895,0.450443065,-0.293762806,-0.426740982,0.310556651,-0.11069704,-0.445330212,-0.187603667,-0.109373064,0.497369498,-0.267541205,0.304245209,-0.093889091,0.219198058,0.029388721,0.196945799,0.198541787,-0.252923672,-0.273040914,-0.130936401,-0.458317503
"V_NewCapacity[ON,E_SOL_PV-NEW-4,2021]",0.156473967,0.064090103,-0.182875513,-0.073318149,0.03707188,0.301266817,0.32909204,0.351655322,0.194735384,-0.166134466,-0.411543215,0.292236412,-0.242802174,0.156473967,-0.379630594,-0.381195689,-0.444879569,-0.414841544,0.380943603,0.42660017,-0.388344281,0.229111762,-0.408700278,0.20814824,0.34485737,0.432352869,-0.139381435,0.064090103,0.297678102,-0.023824312,0.121754605,0.45059364,0.104269105,0.270270844,-0.044641879,-0.492543196,0.311610612,0.478666892,-0.078528184,0.36843376,-0.253225792,-0.267661699,-0.389965932,-0.456732057,0.059471478,0.270839261,-0.436634023,-0.087907187,-0.465154676,-0.064735469,-0.346617302,0.352632453
"V_NewCapacity[ON,E_SOL_PV-NEW-4,2030]",0.072497066,-0.130096002,-0.435128806,-0.209491927,0.138032582,-0.397950139,0.111548628,0.095170541,0.445377209,0.463934588,-0.384423336,-0.331623551,-0.470221211,0.072497066,-0.44937893,-0.285561976,-0.238558116,-0.255787206,0.379994962,-0.119445855,-0.082075927,0.056114632,0.086718229,-0.188757774,-0.372332428,0.07857312,-0.329786294,-0.130096002,0.483360903,0.262407124,-0.488529488,-0.085253096,-0.428544676,0.019382571,0.192693885,-0.325162565,-0.408434105,0.003083446,-0.043755794,0.01686429,-0.17815637,-0.314091844,-0.298853856,0.187733046,-0.208290593,0.08328014,0.274508214,-0.263515737,0.152003787,0.156881032,0.487082713,-0.344799312
