run,param,index,mod,value,notes
29,MinAnnualCapacityFactor,ON|*|F_H2_ELEC-WND|*,s,1,
29,MaxAnnualCapacityFactor,ON|*|F_H2_ELEC-GRID|*,s,1,
29,MaxAnnualCapacityFactor,ON|*|F_H2_ELEC-SOL|*,s,1,
29,MaxAnnualCapacityFactor,ON|*|F_H2_ELEC-WND|*,s,1,
29,MinCapacityGroup,ON|2021|F_H2_ELEC-ANY,s,0,
29,MinCapacityGroup,ON|2021|F_H2_ELEC-GRID,s,0,
29,MinCapacityGroup,ON|2021|F_H2_ELEC-SOL,s,0,
29,MinCapacityGroup,ON|2021|F_H2_ELEC-WND,s,0,
29,MinCapacityGroup,ON|2025|F_H2_ELEC-ANY,s,0,
29,MinCapacityGroup,ON|2025|F_H2_ELEC-GRID,s,0,
29,MinCapacityGroup,ON|2025|F_H2_ELEC-SOL,s,0,
29,MinCapacityGroup,ON|2025|F_H2_ELEC-WND,s,0,
29,MinCapacityGroup,ON|2030|F_H2_ELEC-ANY,s,0,
29,MinCapacityGroup,ON|2030|F_H2_ELEC-GRID,s,0,
29,MinCapacityGroup,ON|2030|F_H2_ELEC-SOL,s,0,
29,MinCapacityGroup,ON|2030|F_H2_ELEC-WND,s,0,
29,MinCapacityGroup,ON|2035|F_H2_ELEC-ANY,s,0.5,
29,MinCapacityGroup,ON|2035|F_H2_ELEC-GRID,s,0,
29,MinCapacityGroup,ON|2035|F_H2_ELEC-SOL,s,0,
29,MinCapacityGroup,ON|2035|F_H2_ELEC-WND,s,0,
29,MinCapacityGroup,ON|2040|F_H2_ELEC-ANY,s,1,
29,MinCapacityGroup,ON|2040|F_H2_ELEC-GRID,s,0,
29,MinCapacityGroup,ON|2040|F_H2_ELEC-SOL,s,0,
29,MinCapacityGroup,ON|2040|F_H2_ELEC-WND,s,0,
29,MinCapacityGroup,ON|2045|F_H2_ELEC-ANY,s,1.5,
29,MinCapacityGroup,ON|2045|F_H2_ELEC-GRID,s,0,
29,MinCapacityGroup,ON|2045|F_H2_ELEC-SOL,s,0,
29,MinCapacityGroup,ON|2045|F_H2_ELEC-WND,s,0,
29,MinCapacityGroup,ON|2050|F_H2_ELEC-ANY,s,2,
29,MinCapacityGroup,ON|2050|F_H2_ELEC-GRID,s,0,
29,MinCapacityGroup,ON|2050|F_H2_ELEC-SOL,s,0,
29,MinCapacityGroup,ON|2050|F_H2_ELEC-WND,s,0,
29,MaxCapacityGroup,ON|2021|F_H2_ELEC-ANY,s,0,
29,MaxCapacityGroup,ON|2021|F_H2_ELEC-GRID,s,0,
29,MaxCapacityGroup,ON|2021|F_H2_ELEC-SOL,s,0,
29,MaxCapacityGroup,ON|2021|F_H2_ELEC-WND,s,0,
29,MaxCapacityGroup,ON|2025|F_H2_ELEC-ANY,s,0,
29,MaxCapacityGroup,ON|2025|F_H2_ELEC-GRID,s,0,
29,MaxCapacityGroup,ON|2025|F_H2_ELEC-SOL,s,0,
29,MaxCapacityGroup,ON|2025|F_H2_ELEC-WND,s,0,
29,MaxCapacityGroup,ON|2030|F_H2_ELEC-ANY,s,0,
29,MaxCapacityGroup,ON|2030|F_H2_ELEC-GRID,s,0,
29,MaxCapacityGroup,ON|2030|F_H2_ELEC-SOL,s,0,
29,MaxCapacityGroup,ON|2030|F_H2_ELEC-WND,s,0,
29,MaxCapacityGroup,ON|2035|F_H2_ELEC-ANY,s,0.5,
29,MaxCapacityGroup,ON|2035|F_H2_ELEC-GRID,s,0,
29,MaxCapacityGroup,ON|2035|F_H2_ELEC-SOL,s,0,
29,MaxCapacityGroup,ON|2035|F_H2_ELEC-WND,s,0,
29,MaxCapacityGroup,ON|2040|F_H2_ELEC-ANY,s,1,
29,MaxCapacityGroup,ON|2040|F_H2_ELEC-GRID,s,0,
29,MaxCapacityGroup,ON|2040|F_H2_ELEC-SOL,s,0,
29,MaxCapacityGroup,ON|2040|F_H2_ELEC-WND,s,0,
29,MaxCapacityGroup,ON|2045|F_H2_ELEC-ANY,s,1.5,
29,MaxCapacityGroup,ON|2045|F_H2_ELEC-GRID,s,0,
29,MaxCapacityGroup,ON|2045|F_H2_ELEC-SOL,s,0,
29,MaxCapacityGroup,ON|2045|F_H2_ELEC-WND,s,0,
29,MaxCapacityGroup,ON|2050|F_H2_ELEC-ANY,s,2,
29,MaxCapacityGroup,ON|2050|F_H2_ELEC-GRID,s,0,
29,MaxCapacityGroup,ON|2050|F_H2_ELEC-SOL,s,0,
29,MaxCapacityGroup,ON|2050|F_H2_ELEC-WND,s,0,
29,MaxCapacity,ON|*|F_H2_ELEC-GRID,s,100,
29,MaxCapacity,ON|*|F_H2_ELEC-GRID,s,100,
29,MaxCapacity,ON|*|F_H2_ELEC-GRID,s,100,
29,MaxCapacity,ON|*|F_H2_ELEC-GRID,s,100,
29,MaxCapacity,ON|*|F_H2_ELEC-GRID,s,100,
29,MaxCapacity,ON|*|F_H2_ELEC-GRID,s,100,
29,MaxCapacity,ON|*|F_H2_ELEC-GRID,s,100,
29,MaxCapacity,ON|*|F_H2_ELEC-SOL,s,100,
29,MaxCapacity,ON|*|F_H2_ELEC-SOL,s,100,
29,MaxCapacity,ON|*|F_H2_ELEC-SOL,s,100,
29,MaxCapacity,ON|*|F_H2_ELEC-SOL,s,100,
29,MaxCapacity,ON|*|F_H2_ELEC-SOL,s,100,
29,MaxCapacity,ON|*|F_H2_ELEC-SOL,s,100,
29,MaxCapacity,ON|*|F_H2_ELEC-SOL,s,100,
29,MaxCapacity,ON|*|F_H2_ELEC-WND,s,100,
29,MaxCapacity,ON|*|F_H2_ELEC-WND,s,100,
29,MaxCapacity,ON|*|F_H2_ELEC-WND,s,100,
29,MaxCapacity,ON|*|F_H2_ELEC-WND,s,100,
29,MaxCapacity,ON|*|F_H2_ELEC-WND,s,100,
29,MaxCapacity,ON|*|F_H2_ELEC-WND,s,100,
29,MaxCapacity,ON|*|F_H2_ELEC-WND,s,100,
30,TechInputSplit,ON|2021|F_H2_ELEC-SOL|*,s,0,
30,TechInputSplit,ON|2025|F_H2_ELEC-SOL|*,s,0,
30,TechInputSplit,ON|2030|F_H2_ELEC-SOL|*,s,0,
30,TechInputSplit,ON|2035|F_H2_ELEC-SOL|*,s,0,
30,TechInputSplit,ON|2040|F_H2_ELEC-SOL|*,s,0,
30,TechInputSplit,ON|2045|F_H2_ELEC-SOL|*,s,0,
30,TechInputSplit,ON|2050|F_H2_ELEC-SOL|*,s,0,
30,TechInputSplit,ON|2021|F_H2_ELEC-WND|*,s,0,
30,TechInputSplit,ON|2025|F_H2_ELEC-WND|*,s,0,
30,TechInputSplit,ON|2030|F_H2_ELEC-WND|*,s,0,
30,TechInputSplit,ON|2035|F_H2_ELEC-WND|*,s,0,
30,TechInputSplit,ON|2040|F_H2_ELEC-WND|*,s,0,
30,TechInputSplit,ON|2045|F_H2_ELEC-WND|*,s,0,
30,TechInputSplit,ON|2050|F_H2_ELEC-WND|*,s,0,
30,TechOutputSplit,ON|2021|F_SOL_PV-H2|*,s,0,
30,TechOutputSplit,ON|2025|F_SOL_PV-H2|*,s,0,
30,TechOutputSplit,ON|2030|F_SOL_PV-H2|*,s,0,
30,TechOutputSplit,ON|2035|F_SOL_PV-H2|*,s,0,
30,TechOutputSplit,ON|2040|F_SOL_PV-H2|*,s,0,
30,TechOutputSplit,ON|2045|F_SOL_PV-H2|*,s,0,
30,TechOutputSplit,ON|2050|F_SOL_PV-H2|*,s,0,
30,TechOutputSplit,ON|2021|F_WND_ON-H2|*,s,0,
30,TechOutputSplit,ON|2025|F_WND_ON-H2|*,s,0,
30,TechOutputSplit,ON|2030|F_WND_ON-H2|*,s,0,
30,TechOutputSplit,ON|2035|F_WND_ON-H2|*,s,0,
30,TechOutputSplit,ON|2040|F_WND_ON-H2|*,s,0,
30,TechOutputSplit,ON|2045|F_WND_ON-H2|*,s,0,
30,TechOutputSplit,ON|2050|F_WND_ON-H2|*,s,0,
30,Efficiency,ON|*|F_H2_ELEC-GRID|*|*,s,0.5,
30,Efficiency,ON|*|F_H2_ELEC-SOL|*|*,s,0.5,
30,Efficiency,ON|*|F_H2_ELEC-WND|*|*,s,0.5,
30,MinAnnualCapacityFactor,ON|*|F_H2_ELEC-GRID|*,s,0.1,
30,MinAnnualCapacityFactor,ON|*|F_H2_ELEC-SOL|*,s,0.1,
30,MinAnnualCapacityFactor,ON|*|F_H2_ELEC-WND|*,s,0.1,
30,MaxAnnualCapacityFactor,ON|*|F_H2_ELEC-GRID|*,s,0.1,
30,MaxAnnualCapacityFactor,ON|*|F_H2_ELEC-SOL|*,s,0.1,
30,MaxAnnualCapacityFactor,ON|*|F_H2_ELEC-WND|*,s,0.1,
30,MinCapacityGroup,ON|2021|F_H2_ELEC-ANY,s,0,
30,MinCapacityGroup,ON|2021|F_H2_ELEC-GRID,s,0,
30,MinCapacityGroup,ON|2021|F_H2_ELEC-SOL,s,0,
30,MinCapacityGroup,ON|2021|F_H2_ELEC-WND,s,0,
30,MinCapacityGroup,ON|2025|F_H2_ELEC-ANY,s,0,
30,MinCapacityGroup,ON|2025|F_H2_ELEC-GRID,s,0,
30,MinCapacityGroup,ON|2025|F_H2_ELEC-SOL,s,0,
30,MinCapacityGroup,ON|2025|F_H2_ELEC-WND,s,0,
30,MinCapacityGroup,ON|2030|F_H2_ELEC-ANY,s,0,
30,MinCapacityGroup,ON|2030|F_H2_ELEC-GRID,s,0,
30,MinCapacityGroup,ON|2030|F_H2_ELEC-SOL,s,0,
30,MinCapacityGroup,ON|2030|F_H2_ELEC-WND,s,0,
30,MinCapacityGroup,ON|2035|F_H2_ELEC-ANY,s,1,
30,MinCapacityGroup,ON|2035|F_H2_ELEC-GRID,s,0,
30,MinCapacityGroup,ON|2035|F_H2_ELEC-SOL,s,0,
30,MinCapacityGroup,ON|2035|F_H2_ELEC-WND,s,0,
30,MinCapacityGroup,ON|2040|F_H2_ELEC-ANY,s,2,
30,MinCapacityGroup,ON|2040|F_H2_ELEC-GRID,s,0,
30,MinCapacityGroup,ON|2040|F_H2_ELEC-SOL,s,0,
30,MinCapacityGroup,ON|2040|F_H2_ELEC-WND,s,0,
30,MinCapacityGroup,ON|2045|F_H2_ELEC-ANY,s,3,
30,MinCapacityGroup,ON|2045|F_H2_ELEC-GRID,s,0,
30,MinCapacityGroup,ON|2045|F_H2_ELEC-SOL,s,0,
30,MinCapacityGroup,ON|2045|F_H2_ELEC-WND,s,0,
30,MinCapacityGroup,ON|2050|F_H2_ELEC-ANY,s,4,
30,MinCapacityGroup,ON|2050|F_H2_ELEC-GRID,s,0,
30,MinCapacityGroup,ON|2050|F_H2_ELEC-SOL,s,0,
30,MinCapacityGroup,ON|2050|F_H2_ELEC-WND,s,0,
30,MaxCapacityGroup,ON|2021|F_H2_ELEC-ANY,s,0,
30,MaxCapacityGroup,ON|2021|F_H2_ELEC-GRID,s,0,
30,MaxCapacityGroup,ON|2021|F_H2_ELEC-SOL,s,0,
30,MaxCapacityGroup,ON|2021|F_H2_ELEC-WND,s,0,
30,MaxCapacityGroup,ON|2025|F_H2_ELEC-ANY,s,0,
30,MaxCapacityGroup,ON|2025|F_H2_ELEC-GRID,s,0,
30,MaxCapacityGroup,ON|2025|F_H2_ELEC-SOL,s,0,
30,MaxCapacityGroup,ON|2025|F_H2_ELEC-WND,s,0,
30,MaxCapacityGroup,ON|2030|F_H2_ELEC-ANY,s,0,
30,MaxCapacityGroup,ON|2030|F_H2_ELEC-GRID,s,0,
30,MaxCapacityGroup,ON|2030|F_H2_ELEC-SOL,s,0,
30,MaxCapacityGroup,ON|2030|F_H2_ELEC-WND,s,0,
30,MaxCapacityGroup,ON|2035|F_H2_ELEC-ANY,s,1,
30,MaxCapacityGroup,ON|2035|F_H2_ELEC-GRID,s,0,
30,MaxCapacityGroup,ON|2035|F_H2_ELEC-SOL,s,0,
30,MaxCapacityGroup,ON|2035|F_H2_ELEC-WND,s,0,
30,MaxCapacityGroup,ON|2040|F_H2_ELEC-ANY,s,2,
30,MaxCapacityGroup,ON|2040|F_H2_ELEC-GRID,s,0,
30,MaxCapacityGroup,ON|2040|F_H2_ELEC-SOL,s,0,
30,MaxCapacityGroup,ON|2040|F_H2_ELEC-WND,s,0,
30,MaxCapacityGroup,ON|2045|F_H2_ELEC-ANY,s,3,
30,MaxCapacityGroup,ON|2045|F_H2_ELEC-GRID,s,0,
30,MaxCapacityGroup,ON|2045|F_H2_ELEC-SOL,s,0,
30,MaxCapacityGroup,ON|2045|F_H2_ELEC-WND,s,0,
30,MaxCapacityGroup,ON|2050|F_H2_ELEC-ANY,s,4,
30,MaxCapacityGroup,ON|2050|F_H2_ELEC-GRID,s,0,
30,MaxCapacityGroup,ON|2050|F_H2_ELEC-SOL,s,0,
30,MaxCapacityGroup,ON|2050|F_H2_ELEC-WND,s,0,
30,MaxCapacity,ON|*|F_H2_ELEC-GRID,s,100,
30,MaxCapacity,ON|*|F_H2_ELEC-GRID,s,100,
30,MaxCapacity,ON|*|F_H2_ELEC-GRID,s,100,
30,MaxCapacity,ON|*|F_H2_ELEC-GRID,s,100,
30,MaxCapacity,ON|*|F_H2_ELEC-GRID,s,100,
30,MaxCapacity,ON|*|F_H2_ELEC-GRID,s,100,
30,MaxCapacity,ON|*|F_H2_ELEC-GRID,s,100,
30,MaxCapacity,ON|*|F_H2_ELEC-SOL,s,100,
30,MaxCapacity,ON|*|F_H2_ELEC-SOL,s,100,
30,MaxCapacity,ON|*|F_H2_ELEC-SOL,s,100,
30,MaxCapacity,ON|*|F_H2_ELEC-SOL,s,100,
30,MaxCapacity,ON|*|F_H2_ELEC-SOL,s,100,
30,MaxCapacity,ON|*|F_H2_ELEC-SOL,s,100,
30,MaxCapacity,ON|*|F_H2_ELEC-SOL,s,100,
30,MaxCapacity,ON|*|F_H2_ELEC-WND,s,100,
30,MaxCapacity,ON|*|F_H2_ELEC-WND,s,100,
30,MaxCapacity,ON|*|F_H2_ELEC-WND,s,100,
30,MaxCapacity,ON|*|F_H2_ELEC-WND,s,100,
30,MaxCapacity,ON|*|F_H2_ELEC-WND,s,100,
30,MaxCapacity,ON|*|F_H2_ELEC-WND,s,100,
30,MaxCapacity,ON|*|F_H2_ELEC-WND,s,100,
31,TechInputSplit,ON|2021|F_H2_ELEC-SOL|*,s,0,
31,TechInputSplit,ON|2025|F_H2_ELEC-SOL|*,s,0,
31,TechInputSplit,ON|2030|F_H2_ELEC-SOL|*,s,0,
31,TechInputSplit,ON|2035|F_H2_ELEC-SOL|*,s,0,
31,TechInputSplit,ON|2040|F_H2_ELEC-SOL|*,s,0,
31,TechInputSplit,ON|2045|F_H2_ELEC-SOL|*,s,0,
31,TechInputSplit,ON|2050|F_H2_ELEC-SOL|*,s,0,
31,TechInputSplit,ON|2021|F_H2_ELEC-WND|*,s,0,
31,TechInputSplit,ON|2025|F_H2_ELEC-WND|*,s,0,
31,TechInputSplit,ON|2030|F_H2_ELEC-WND|*,s,0,
31,TechInputSplit,ON|2035|F_H2_ELEC-WND|*,s,0,
31,TechInputSplit,ON|2040|F_H2_ELEC-WND|*,s,0,
31,TechInputSplit,ON|2045|F_H2_ELEC-WND|*,s,0,
31,TechInputSplit,ON|2050|F_H2_ELEC-WND|*,s,0,
31,TechOutputSplit,ON|2021|F_SOL_PV-H2|*,s,0,
31,TechOutputSplit,ON|2025|F_SOL_PV-H2|*,s,0,
31,TechOutputSplit,ON|2030|F_SOL_PV-H2|*,s,0,
31,TechOutputSplit,ON|2035|F_SOL_PV-H2|*,s,0,
31,TechOutputSplit,ON|2040|F_SOL_PV-H2|*,s,0,
31,TechOutputSplit,ON|2045|F_SOL_PV-H2|*,s,0,
31,TechOutputSplit,ON|2050|F_SOL_PV-H2|*,s,0,
31,TechOutputSplit,ON|2021|F_WND_ON-H2|*,s,0,
31,TechOutputSplit,ON|2025|F_WND_ON-H2|*,s,0,
31,TechOutputSplit,ON|2030|F_WND_ON-H2|*,s,0,
31,TechOutputSplit,ON|2035|F_WND_ON-H2|*,s,0,
31,TechOutputSplit,ON|2040|F_WND_ON-H2|*,s,0,
31,TechOutputSplit,ON|2045|F_WND_ON-H2|*,s,0,
31,TechOutputSplit,ON|2050|F_WND_ON-H2|*,s,0,
31,Efficiency,ON|*|F_H2_ELEC-GRID|*|*,s,0.5,
31,Efficiency,ON|*|F_H2_ELEC-SOL|*|*,s,0.5,
31,Efficiency,ON|*|F_H2_ELEC-WND|*|*,s,0.5,
31,MinAnnualCapacityFactor,ON|*|F_H2_ELEC-GRID|*,s,0.2,
31,MinAnnualCapacityFactor,ON|*|F_H2_ELEC-SOL|*,s,0.2,
31,MinAnnualCapacityFactor,ON|*|F_H2_ELEC-WND|*,s,0.2,
31,MaxAnnualCapacityFactor,ON|*|F_H2_ELEC-GRID|*,s,0.2,
31,MaxAnnualCapacityFactor,ON|*|F_H2_ELEC-SOL|*,s,0.2,
31,MaxAnnualCapacityFactor,ON|*|F_H2_ELEC-WND|*,s,0.2,
31,MinCapacityGroup,ON|2021|F_H2_ELEC-ANY,s,0,
31,MinCapacityGroup,ON|2021|F_H2_ELEC-GRID,s,0,
31,MinCapacityGroup,ON|2021|F_H2_ELEC-SOL,s,0,
31,MinCapacityGroup,ON|2021|F_H2_ELEC-WND,s,0,
31,MinCapacityGroup,ON|2025|F_H2_ELEC-ANY,s,0,
31,MinCapacityGroup,ON|2025|F_H2_ELEC-GRID,s,0,
31,MinCapacityGroup,ON|2025|F_H2_ELEC-SOL,s,0,
31,MinCapacityGroup,ON|2025|F_H2_ELEC-WND,s,0,
31,MinCapacityGroup,ON|2030|F_H2_ELEC-ANY,s,0,
31,MinCapacityGroup,ON|2030|F_H2_ELEC-GRID,s,0,
31,MinCapacityGroup,ON|2030|F_H2_ELEC-SOL,s,0,
31,MinCapacityGroup,ON|2030|F_H2_ELEC-WND,s,0,
31,MinCapacityGroup,ON|2035|F_H2_ELEC-ANY,s,1,
31,MinCapacityGroup,ON|2035|F_H2_ELEC-GRID,s,0,
31,MinCapacityGroup,ON|2035|F_H2_ELEC-SOL,s,0,
31,MinCapacityGroup,ON|2035|F_H2_ELEC-WND,s,0,
31,MinCapacityGroup,ON|2040|F_H2_ELEC-ANY,s,2,
31,MinCapacityGroup,ON|2040|F_H2_ELEC-GRID,s,0,
31,MinCapacityGroup,ON|2040|F_H2_ELEC-SOL,s,0,
31,MinCapacityGroup,ON|2040|F_H2_ELEC-WND,s,0,
31,MinCapacityGroup,ON|2045|F_H2_ELEC-ANY,s,3,
31,MinCapacityGroup,ON|2045|F_H2_ELEC-GRID,s,0,
31,MinCapacityGroup,ON|2045|F_H2_ELEC-SOL,s,0,
31,MinCapacityGroup,ON|2045|F_H2_ELEC-WND,s,0,
31,MinCapacityGroup,ON|2050|F_H2_ELEC-ANY,s,4,
31,MinCapacityGroup,ON|2050|F_H2_ELEC-GRID,s,0,
31,MinCapacityGroup,ON|2050|F_H2_ELEC-SOL,s,0,
31,MinCapacityGroup,ON|2050|F_H2_ELEC-WND,s,0,
31,MaxCapacityGroup,ON|2021|F_H2_ELEC-ANY,s,0,
31,MaxCapacityGroup,ON|2021|F_H2_ELEC-GRID,s,0,
31,MaxCapacityGroup,ON|2021|F_H2_ELEC-SOL,s,0,
31,MaxCapacityGroup,ON|2021|F_H2_ELEC-WND,s,0,
31,MaxCapacityGroup,ON|2025|F_H2_ELEC-ANY,s,0,
31,MaxCapacityGroup,ON|2025|F_H2_ELEC-GRID,s,0,
31,MaxCapacityGroup,ON|2025|F_H2_ELEC-SOL,s,0,
31,MaxCapacityGroup,ON|2025|F_H2_ELEC-WND,s,0,
31,MaxCapacityGroup,ON|2030|F_H2_ELEC-ANY,s,0,
31,MaxCapacityGroup,ON|2030|F_H2_ELEC-GRID,s,0,
31,MaxCapacityGroup,ON|2030|F_H2_ELEC-SOL,s,0,
31,MaxCapacityGroup,ON|2030|F_H2_ELEC-WND,s,0,
31,MaxCapacityGroup,ON|2035|F_H2_ELEC-ANY,s,1,
31,MaxCapacityGroup,ON|2035|F_H2_ELEC-GRID,s,0,
31,MaxCapacityGroup,ON|2035|F_H2_ELEC-SOL,s,0,
31,MaxCapacityGroup,ON|2035|F_H2_ELEC-WND,s,0,
31,MaxCapacityGroup,ON|2040|F_H2_ELEC-ANY,s,2,
31,MaxCapacityGroup,ON|2040|F_H2_ELEC-GRID,s,0,
31,MaxCapacityGroup,ON|2040|F_H2_ELEC-SOL,s,0,
31,MaxCapacityGroup,ON|2040|F_H2_ELEC-WND,s,0,
31,MaxCapacityGroup,ON|2045|F_H2_ELEC-ANY,s,3,
31,MaxCapacityGroup,ON|2045|F_H2_ELEC-GRID,s,0,
31,MaxCapacityGroup,ON|2045|F_H2_ELEC-SOL,s,0,
31,MaxCapacityGroup,ON|2045|F_H2_ELEC-WND,s,0,
31,MaxCapacityGroup,ON|2050|F_H2_ELEC-ANY,s,4,
31,MaxCapacityGroup,ON|2050|F_H2_ELEC-GRID,s,0,
31,MaxCapacityGroup,ON|2050|F_H2_ELEC-SOL,s,0,
31,MaxCapacityGroup,ON|2050|F_H2_ELEC-WND,s,0,
31,MaxCapacity,ON|*|F_H2_ELEC-GRID,s,100,
31,MaxCapacity,ON|*|F_H2_ELEC-GRID,s,100,
31,MaxCapacity,ON|*|F_H2_ELEC-GRID,s,100,
31,MaxCapacity,ON|*|F_H2_ELEC-GRID,s,100,
31,MaxCapacity,ON|*|F_H2_ELEC-GRID,s,100,
31,MaxCapacity,ON|*|F_H2_ELEC-GRID,s,100,
31,MaxCapacity,ON|*|F_H2_ELEC-GRID,s,100,
31,MaxCapacity,ON|*|F_H2_ELEC-SOL,s,100,
31,MaxCapacity,ON|*|F_H2_ELEC-SOL,s,100,
31,MaxCapacity,ON|*|F_H2_ELEC-SOL,s,100,
31,MaxCapacity,ON|*|F_H2_ELEC-SOL,s,100,
31,MaxCapacity,ON|*|F_H2_ELEC-SOL,s,100,
31,MaxCapacity,ON|*|F_H2_ELEC-SOL,s,100,
31,MaxCapacity,ON|*|F_H2_ELEC-SOL,s,100,
31,MaxCapacity,ON|*|F_H2_ELEC-WND,s,100,
31,MaxCapacity,ON|*|F_H2_ELEC-WND,s,100,
31,MaxCapacity,ON|*|F_H2_ELEC-WND,s,100,
31,MaxCapacity,ON|*|F_H2_ELEC-WND,s,100,
31,MaxCapacity,ON|*|F_H2_ELEC-WND,s,100,
31,MaxCapacity,ON|*|F_H2_ELEC-WND,s,100,
31,MaxCapacity,ON|*|F_H2_ELEC-WND,s,100,
32,TechInputSplit,ON|2021|F_H2_ELEC-SOL|*,s,0,
32,TechInputSplit,ON|2025|F_H2_ELEC-SOL|*,s,0,
32,TechInputSplit,ON|2030|F_H2_ELEC-SOL|*,s,0,
32,TechInputSplit,ON|2035|F_H2_ELEC-SOL|*,s,0,
32,TechInputSplit,ON|2040|F_H2_ELEC-SOL|*,s,0,
32,TechInputSplit,ON|2045|F_H2_ELEC-SOL|*,s,0,
32,TechInputSplit,ON|2050|F_H2_ELEC-SOL|*,s,0,
32,TechInputSplit,ON|2021|F_H2_ELEC-WND|*,s,0,
32,TechInputSplit,ON|2025|F_H2_ELEC-WND|*,s,0,
32,TechInputSplit,ON|2030|F_H2_ELEC-WND|*,s,0,
32,TechInputSplit,ON|2035|F_H2_ELEC-WND|*,s,0,
32,TechInputSplit,ON|2040|F_H2_ELEC-WND|*,s,0,
32,TechInputSplit,ON|2045|F_H2_ELEC-WND|*,s,0,
32,TechInputSplit,ON|2050|F_H2_ELEC-WND|*,s,0,
32,TechOutputSplit,ON|2021|F_SOL_PV-H2|*,s,0,
32,TechOutputSplit,ON|2025|F_SOL_PV-H2|*,s,0,
32,TechOutputSplit,ON|2030|F_SOL_PV-H2|*,s,0,
32,TechOutputSplit,ON|2035|F_SOL_PV-H2|*,s,0,
32,TechOutputSplit,ON|2040|F_SOL_PV-H2|*,s,0,
32,TechOutputSplit,ON|2045|F_SOL_PV-H2|*,s,0,
32,TechOutputSplit,ON|2050|F_SOL_PV-H2|*,s,0,
32,TechOutputSplit,ON|2021|F_WND_ON-H2|*,s,0,
32,TechOutputSplit,ON|2025|F_WND_ON-H2|*,s,0,
32,TechOutputSplit,ON|2030|F_WND_ON-H2|*,s,0,
32,TechOutputSplit,ON|2035|F_WND_ON-H2|*,s,0,
32,TechOutputSplit,ON|2040|F_WND_ON-H2|*,s,0,
32,TechOutputSplit,ON|2045|F_WND_ON-H2|*,s,0,
32,TechOutputSplit,ON|2050|F_WND_ON-H2|*,s,0,
32,Efficiency,ON|*|F_H2_ELEC-GRID|*|*,s,0.5,
32,Efficiency,ON|*|F_H2_ELEC-SOL|*|*,s,0.5,
32,Efficiency,ON|*|F_H2_ELEC-WND|*|*,s,0.5,
32,MinAnnualCapacityFactor,ON|*|F_H2_ELEC-GRID|*,s,0.3,
32,MinAnnualCapacityFactor,ON|*|F_H2_ELEC-SOL|*,s,0.3,
32,MinAnnualCapacityFactor,ON|*|F_H2_ELEC-WND|*,s,0.3,
32,MaxAnnualCapacityFactor,ON|*|F_H2_ELEC-GRID|*,s,0.3,
32,MaxAnnualCapacityFactor,ON|*|F_H2_ELEC-SOL|*,s,0.3,
32,MaxAnnualCapacityFactor,ON|*|F_H2_ELEC-WND|*,s,0.3,
32,MinCapacityGroup,ON|2021|F_H2_ELEC-ANY,s,0,
32,MinCapacityGroup,ON|2021|F_H2_ELEC-GRID,s,0,
32,MinCapacityGroup,ON|2021|F_H2_ELEC-SOL,s,0,
32,MinCapacityGroup,ON|2021|F_H2_ELEC-WND,s,0,
32,MinCapacityGroup,ON|2025|F_H2_ELEC-ANY,s,0,
32,MinCapacityGroup,ON|2025|F_H2_ELEC-GRID,s,0,
32,MinCapacityGroup,ON|2025|F_H2_ELEC-SOL,s,0,
32,MinCapacityGroup,ON|2025|F_H2_ELEC-WND,s,0,
32,MinCapacityGroup,ON|2030|F_H2_ELEC-ANY,s,0,
32,MinCapacityGroup,ON|2030|F_H2_ELEC-GRID,s,0,
32,MinCapacityGroup,ON|2030|F_H2_ELEC-SOL,s,0,
32,MinCapacityGroup,ON|2030|F_H2_ELEC-WND,s,0,
32,MinCapacityGroup,ON|2035|F_H2_ELEC-ANY,s,1,
32,MinCapacityGroup,ON|2035|F_H2_ELEC-GRID,s,0,
32,MinCapacityGroup,ON|2035|F_H2_ELEC-SOL,s,0,
32,MinCapacityGroup,ON|2035|F_H2_ELEC-WND,s,0,
32,MinCapacityGroup,ON|2040|F_H2_ELEC-ANY,s,2,
32,MinCapacityGroup,ON|2040|F_H2_ELEC-GRID,s,0,
32,MinCapacityGroup,ON|2040|F_H2_ELEC-SOL,s,0,
32,MinCapacityGroup,ON|2040|F_H2_ELEC-WND,s,0,
32,MinCapacityGroup,ON|2045|F_H2_ELEC-ANY,s,3,
32,MinCapacityGroup,ON|2045|F_H2_ELEC-GRID,s,0,
32,MinCapacityGroup,ON|2045|F_H2_ELEC-SOL,s,0,
32,MinCapacityGroup,ON|2045|F_H2_ELEC-WND,s,0,
32,MinCapacityGroup,ON|2050|F_H2_ELEC-ANY,s,4,
32,MinCapacityGroup,ON|2050|F_H2_ELEC-GRID,s,0,
32,MinCapacityGroup,ON|2050|F_H2_ELEC-SOL,s,0,
32,MinCapacityGroup,ON|2050|F_H2_ELEC-WND,s,0,
32,MaxCapacityGroup,ON|2021|F_H2_ELEC-ANY,s,0,
32,MaxCapacityGroup,ON|2021|F_H2_ELEC-GRID,s,0,
32,MaxCapacityGroup,ON|2021|F_H2_ELEC-SOL,s,0,
32,MaxCapacityGroup,ON|2021|F_H2_ELEC-WND,s,0,
32,MaxCapacityGroup,ON|2025|F_H2_ELEC-ANY,s,0,
32,MaxCapacityGroup,ON|2025|F_H2_ELEC-GRID,s,0,
